score,series_ID,starters_playoff_exp_dif,bench_playoff_exp_dif,at_home,team,reg_season_points,opp_reg_season_pa,year,starters_playoff_exp_quartile,total_playoff_exp_quartile
92,234,2396,-3517,0,Cleveland Cavaliers,96.4,90.3,2008,3,2
97,234,-2396,3517,1,Boston Celtics,100.5,96.7,2008,2,3
72,235,-11391,-6199,0,Orlando Magic,104.5,90.1,2008,1,1
91,235,11391,6199,1,Detroit Pistons,97.5,99.0,2008,4,4
93,235,-11391,-6199,0,Orlando Magic,104.5,90.1,2008,1,1
100,235,11391,6199,1,Detroit Pistons,97.5,99.0,2008,4,4
86,235,11391,6199,0,Detroit Pistons,97.5,99.0,2008,4,4
111,235,-11391,-6199,1,Orlando Magic,104.5,90.1,2008,1,1
90,235,11391,6199,0,Detroit Pistons,97.5,99.0,2008,4,4
89,235,-11391,-6199,1,Orlando Magic,104.5,90.1,2008,1,1
86,235,-11391,-6199,0,Orlando Magic,104.5,90.1,2008,1,1
91,235,11391,6199,1,Detroit Pistons,97.5,99.0,2008,4,4
98,236,-6816,595,0,Utah Jazz,106.2,101.3,2008,1,2
109,236,6816,-595,1,Los Angeles Lakers,108.6,99.3,2008,4,3
110,236,-6816,595,0,Utah Jazz,106.2,101.3,2008,1,2
120,236,6816,-595,1,Los Angeles Lakers,108.6,99.3,2008,4,3
99,236,6816,-595,0,Los Angeles Lakers,108.6,99.3,2008,4,3
104,236,-6816,595,1,Utah Jazz,106.2,101.3,2008,1,2
115,236,6816,-595,0,Los Angeles Lakers,108.6,99.3,2008,4,3
123,236,-6816,595,1,Utah Jazz,106.2,101.3,2008,1,2
104,236,-6816,595,0,Utah Jazz,106.2,101.3,2008,1,2
111,236,6816,-595,1,Los Angeles Lakers,108.6,99.3,2008,4,3
108,236,6816,-595,0,Los Angeles Lakers,108.6,99.3,2008,4,3
105,236,-6816,595,1,Utah Jazz,106.2,101.3,2008,1,2
82,237,12830,13315,0,San Antonio Spurs,95.4,95.6,2008,4,4
101,237,-12830,-13315,1,New Orleans Hornets,100.9,90.6,2008,1,1
84,237,12830,13315,0,San Antonio Spurs,95.4,95.6,2008,4,4
102,237,-12830,-13315,1,New Orleans Hornets,100.9,90.6,2008,1,1
99,237,-12830,-13315,0,New Orleans Hornets,100.9,90.6,2008,1,1
110,237,12830,13315,1,San Antonio Spurs,95.4,95.6,2008,4,4
80,237,-12830,-13315,0,New Orleans Hornets,100.9,90.6,2008,1,1
100,237,12830,13315,1,San Antonio Spurs,95.4,95.6,2008,4,4
79,237,12830,13315,0,San Antonio Spurs,95.4,95.6,2008,4,4
101,237,-12830,-13315,1,New Orleans Hornets,100.9,90.6,2008,1,1
80,237,-12830,-13315,0,New Orleans Hornets,100.9,90.6,2008,1,1
99,237,12830,13315,1,San Antonio Spurs,95.4,95.6,2008,4,4
91,237,12830,13315,0,San Antonio Spurs,95.4,95.6,2008,4,4
82,237,-12830,-13315,1,New Orleans Hornets,100.9,90.6,2008,1,1
79,238,11898,-4479,0,Detroit Pistons,97.5,90.3,2008,4,4
88,238,-11898,4479,1,Boston Celtics,100.5,90.1,2008,1,1
103,238,11898,-4479,0,Detroit Pistons,97.5,90.3,2008,4,4
97,238,-11898,4479,1,Boston Celtics,100.5,90.1,2008,1,1
94,238,-11898,4479,0,Boston Celtics,100.5,90.1,2008,1,1
80,238,11898,-4479,1,Detroit Pistons,97.5,90.3,2008,4,4
75,238,-11898,4479,0,Boston Celtics,100.5,90.1,2008,1,1
94,238,11898,-4479,1,Detroit Pistons,97.5,90.3,2008,4,4
102,238,11898,-4479,0,Detroit Pistons,97.5,90.3,2008,4,4
106,238,-11898,4479,1,Boston Celtics,100.5,90.1,2008,1,1
89,238,-11898,4479,0,Boston Celtics,100.5,90.1,2008,1,1
81,238,11898,-4479,1,Detroit Pistons,97.5,90.3,2008,4,4
85,239,6442,13364,0,San Antonio Spurs,95.4,101.3,2008,4,4
89,239,-6442,-13364,1,Los Angeles Lakers,108.6,90.6,2008,1,1
71,239,6442,13364,0,San Antonio Spurs,95.4,101.3,2008,4,4
101,239,-6442,-13364,1,Los Angeles Lakers,108.6,90.6,2008,1,1
84,239,-6442,-13364,0,Los Angeles Lakers,108.6,90.6,2008,1,1
103,239,6442,13364,1,San Antonio Spurs,95.4,101.3,2008,4,4
93,239,-6442,-13364,0,Los Angeles Lakers,108.6,90.6,2008,1,1
91,239,6442,13364,1,San Antonio Spurs,95.4,101.3,2008,4,4
92,239,6442,13364,0,San Antonio Spurs,95.4,101.3,2008,4,4
100,239,-6442,-13364,1,Los Angeles Lakers,108.6,90.6,2008,1,1
84,211,11303,-6794,0,Detroit Pistons,94.2,91.4,2009,4,3
102,211,-11303,6794,1,Cleveland Cavaliers,100.3,91.4,2009,1,2
82,211,11303,-6794,0,Detroit Pistons,94.2,91.4,2009,4,3
94,211,-11303,6794,1,Cleveland Cavaliers,100.3,91.4,2009,1,2
79,211,-11303,6794,0,Cleveland Cavaliers,100.3,91.4,2009,1,2
68,211,11303,-6794,1,Detroit Pistons,94.2,91.4,2009,4,3
99,211,-11303,6794,0,Cleveland Cavaliers,100.3,91.4,2009,1,2
78,211,11303,-6794,1,Detroit Pistons,94.2,91.4,2009,4,3
105,212,-5052,2534,0,Chicago Bulls,102.2,93.4,2009,1,2
103,212,5052,-2534,1,Boston Celtics,100.9,102.5,2009,4,3
115,212,-5052,2534,0,Chicago Bulls,102.2,93.4,2009,1,2
118,212,5052,-2534,1,Boston Celtics,100.9,102.5,2009,4,3
107,212,5052,-2534,0,Boston Celtics,100.9,102.5,2009,4,3
86,212,-5052,2534,1,Chicago Bulls,102.2,93.4,2009,1,2
118,212,5052,-2534,0,Boston Celtics,100.9,102.5,2009,4,3
121,212,-5052,2534,1,Chicago Bulls,102.2,93.4,2009,1,2
104,212,-5052,2534,0,Chicago Bulls,102.2,93.4,2009,1,2
106,212,5052,-2534,1,Boston Celtics,100.9,102.5,2009,4,3
127,212,5052,-2534,0,Boston Celtics,100.9,102.5,2009,4,3
128,212,-5052,2534,1,Chicago Bulls,102.2,93.4,2009,1,2
99,212,-5052,2534,0,Chicago Bulls,102.2,93.4,2009,1,2
109,212,5052,-2534,1,Boston Celtics,100.9,102.5,2009,4,3
100,213,-2187,75,0,Philadelphia 76ers,97.4,94.4,2009,2,2
98,213,2187,-75,1,Orlando Magic,101.0,97.3,2009,3,3
87,213,-2187,75,0,Philadelphia 76ers,97.4,94.4,2009,2,2
96,213,2187,-75,1,Orlando Magic,101.0,97.3,2009,3,3
94,213,2187,-75,0,Orlando Magic,101.0,97.3,2009,3,3
96,213,-2187,75,1,Philadelphia 76ers,97.4,94.4,2009,2,2
84,213,2187,-75,0,Orlando Magic,101.0,97.3,2009,3,3
81,213,-2187,75,1,Philadelphia 76ers,97.4,94.4,2009,2,2
78,213,-2187,75,0,Philadelphia 76ers,97.4,94.4,2009,2,2
91,213,2187,-75,1,Orlando Magic,101.0,97.3,2009,3,3
114,213,2187,-75,0,Orlando Magic,101.0,97.3,2009,3,3
89,213,-2187,75,1,Philadelphia 76ers,97.4,94.4,2009,2,2
64,214,18,1919,0,Miami Heat,98.3,96.5,2009,3,3
90,214,-18,-1919,1,Atlanta Hawks,98.1,98.0,2009,2,2
108,214,18,1919,0,Miami Heat,98.3,96.5,2009,3,3
93,214,-18,-1919,1,Atlanta Hawks,98.1,98.0,2009,2,2
78,214,-18,-1919,0,Atlanta Hawks,98.1,98.0,2009,2,2
107,214,18,1919,1,Miami Heat,98.3,96.5,2009,3,3
81,214,-18,-1919,0,Atlanta Hawks,98.1,98.0,2009,2,2
71,214,18,1919,1,Miami Heat,98.3,96.5,2009,3,3
91,214,18,1919,0,Miami Heat,98.3,96.5,2009,3,3
106,214,-18,-1919,1,Atlanta Hawks,98.1,98.0,2009,2,2
72,214,-18,-1919,0,Atlanta Hawks,98.1,98.0,2009,2,2
98,214,18,1919,1,Miami Heat,98.3,96.5,2009,3,3
78,214,18,1919,0,Miami Heat,98.3,96.5,2009,3,3
91,214,-18,-1919,1,Atlanta Hawks,98.1,98.0,2009,2,2
100,215,-8979,1499,0,Utah Jazz,103.6,99.3,2009,1,1
113,215,8979,-1499,1,Los Angeles Lakers,106.9,100.9,2009,4,4
109,215,-8979,1499,0,Utah Jazz,103.6,99.3,2009,1,1
119,215,8979,-1499,1,Los Angeles Lakers,106.9,100.9,2009,4,4
86,215,8979,-1499,0,Los Angeles Lakers,106.9,100.9,2009,4,4
88,215,-8979,1499,1,Utah Jazz,103.6,99.3,2009,1,1
108,215,8979,-1499,0,Los Angeles Lakers,106.9,100.9,2009,4,4
94,215,-8979,1499,1,Utah Jazz,103.6,99.3,2009,1,1
96,215,-8979,1499,0,Utah Jazz,103.6,99.3,2009,1,1
107,215,8979,-1499,1,Los Angeles Lakers,106.9,100.9,2009,4,4
84,216,-2613,2964,0,New Orleans Hornets,95.8,100.9,2009,2,3
113,216,2613,-2964,1,Denver Nuggets,104.3,94.3,2009,3,2
93,216,-2613,2964,0,New Orleans Hornets,95.8,100.9,2009,2,3
108,216,2613,-2964,1,Denver Nuggets,104.3,94.3,2009,3,2
93,216,2613,-2964,0,Denver Nuggets,104.3,94.3,2009,3,2
95,216,-2613,2964,1,New Orleans Hornets,95.8,100.9,2009,2,3
121,216,2613,-2964,0,Denver Nuggets,104.3,94.3,2009,3,2
63,216,-2613,2964,1,New Orleans Hornets,95.8,100.9,2009,2,3
86,216,-2613,2964,0,New Orleans Hornets,95.8,100.9,2009,2,3
107,216,2613,-2964,1,Denver Nuggets,104.3,94.3,2009,3,2
105,217,-5972,-4118,0,Dallas Mavericks,101.7,93.3,2009,1,1
97,217,5972,4118,1,San Antonio Spurs,97.0,99.8,2009,4,4
84,217,-5972,-4118,0,Dallas Mavericks,101.7,93.3,2009,1,1
105,217,5972,4118,1,San Antonio Spurs,97.0,99.8,2009,4,4
67,217,5972,4118,0,San Antonio Spurs,97.0,99.8,2009,4,4
88,217,-5972,-4118,1,Dallas Mavericks,101.7,93.3,2009,1,1
90,217,5972,4118,0,San Antonio Spurs,97.0,99.8,2009,4,4
99,217,-5972,-4118,1,Dallas Mavericks,101.7,93.3,2009,1,1
106,217,-5972,-4118,0,Dallas Mavericks,101.7,93.3,2009,1,1
93,217,5972,4118,1,San Antonio Spurs,97.0,99.8,2009,4,4
108,218,2784,5077,0,Houston Rockets,98.4,94.1,2009,3,4
81,218,-2784,-5077,1,Portland Trail Blazers,99.4,94.4,2009,2,1
103,218,2784,5077,0,Houston Rockets,98.4,94.1,2009,3,4
107,218,-2784,-5077,1,Portland Trail Blazers,99.4,94.4,2009,2,1
83,218,-2784,-5077,0,Portland Trail Blazers,99.4,94.4,2009,2,1
86,218,2784,5077,1,Houston Rockets,98.4,94.1,2009,3,4
88,218,-2784,-5077,0,Portland Trail Blazers,99.4,94.4,2009,2,1
89,218,2784,5077,1,Houston Rockets,98.4,94.1,2009,3,4
77,218,2784,5077,0,Houston Rockets,98.4,94.1,2009,3,4
88,218,-2784,-5077,1,Portland Trail Blazers,99.4,94.4,2009,2,1
76,218,-2784,-5077,0,Portland Trail Blazers,99.4,94.4,2009,2,1
92,218,2784,5077,1,Houston Rockets,98.4,94.1,2009,3,4
100,219,-10773,905,0,Houston Rockets,98.4,99.3,2009,1,1
92,219,10773,-905,1,Los Angeles Lakers,106.9,94.4,2009,4,4
98,219,-10773,905,0,Houston Rockets,98.4,99.3,2009,1,1
111,219,10773,-905,1,Los Angeles Lakers,106.9,94.4,2009,4,4
108,219,10773,-905,0,Los Angeles Lakers,106.9,94.4,2009,4,4
94,219,-10773,905,1,Houston Rockets,98.4,99.3,2009,1,1
87,219,10773,-905,0,Los Angeles Lakers,106.9,94.4,2009,4,4
99,219,-10773,905,1,Houston Rockets,98.4,99.3,2009,1,1
78,219,-10773,905,0,Houston Rockets,98.4,99.3,2009,1,1
118,219,10773,-905,1,Los Angeles Lakers,106.9,94.4,2009,4,4
80,219,10773,-905,0,Los Angeles Lakers,106.9,94.4,2009,4,4
95,219,-10773,905,1,Houston Rockets,98.4,99.3,2009,1,1
70,219,-10773,905,0,Houston Rockets,98.4,99.3,2009,1,1
89,219,10773,-905,1,Los Angeles Lakers,106.9,94.4,2009,4,4
95,220,3552,224,0,Dallas Mavericks,101.7,100.9,2009,3,3
109,220,-3552,-224,1,Denver Nuggets,104.3,99.8,2009,2,2
105,220,3552,224,0,Dallas Mavericks,101.7,100.9,2009,3,3
117,220,-3552,-224,1,Denver Nuggets,104.3,99.8,2009,2,2
106,220,-3552,-224,0,Denver Nuggets,104.3,99.8,2009,2,2
105,220,3552,224,1,Dallas Mavericks,101.7,100.9,2009,3,3
117,220,-3552,-224,0,Denver Nuggets,104.3,99.8,2009,2,2
119,220,3552,224,1,Dallas Mavericks,101.7,100.9,2009,3,3
110,220,3552,224,0,Dallas Mavericks,101.7,100.9,2009,3,3
124,220,-3552,-224,1,Denver Nuggets,104.3,99.8,2009,2,2
72,221,-701,-6534,0,Atlanta Hawks,98.1,91.4,2009,2,1
99,221,701,6534,1,Cleveland Cavaliers,100.3,91.4,2009,3,4
85,221,-701,-6534,0,Atlanta Hawks,98.1,91.4,2009,2,1
105,221,701,6534,1,Cleveland Cavaliers,100.3,91.4,2009,3,4
97,221,701,6534,0,Cleveland Cavaliers,100.3,91.4,2009,3,4
82,221,-701,-6534,1,Atlanta Hawks,98.1,91.4,2009,2,1
84,221,701,6534,0,Cleveland Cavaliers,100.3,91.4,2009,3,4
74,221,-701,-6534,1,Atlanta Hawks,98.1,91.4,2009,2,1
95,222,-3061,445,0,Orlando Magic,101.0,93.4,2009,2,2
90,222,3061,-445,1,Boston Celtics,100.9,94.4,2009,3,3
94,222,-3061,445,0,Orlando Magic,101.0,93.4,2009,2,2
112,222,3061,-445,1,Boston Celtics,100.9,94.4,2009,3,3
96,222,3061,-445,0,Boston Celtics,100.9,94.4,2009,3,3
117,222,-3061,445,1,Orlando Magic,101.0,93.4,2009,2,2
95,222,3061,-445,0,Boston Celtics,100.9,94.4,2009,3,3
94,222,-3061,445,1,Orlando Magic,101.0,93.4,2009,2,2
88,222,-3061,445,0,Orlando Magic,101.0,93.4,2009,2,2
92,222,3061,-445,1,Boston Celtics,100.9,94.4,2009,3,3
75,222,3061,-445,0,Boston Celtics,100.9,94.4,2009,3,3
83,222,-3061,445,1,Orlando Magic,101.0,93.4,2009,2,2
101,222,-3061,445,0,Orlando Magic,101.0,93.4,2009,2,2
82,222,3061,-445,1,Boston Celtics,100.9,94.4,2009,3,3
107,223,-541,-5092,0,Orlando Magic,101.0,91.4,2009,2,2
106,223,541,5092,1,Cleveland Cavaliers,100.3,94.4,2009,3,3
95,223,-541,-5092,0,Orlando Magic,101.0,91.4,2009,2,2
96,223,541,5092,1,Cleveland Cavaliers,100.3,94.4,2009,3,3
89,223,541,5092,0,Cleveland Cavaliers,100.3,94.4,2009,3,3
99,223,-541,-5092,1,Orlando Magic,101.0,91.4,2009,2,2
114,223,541,5092,0,Cleveland Cavaliers,100.3,94.4,2009,3,3
116,223,-541,-5092,1,Orlando Magic,101.0,91.4,2009,2,2
102,223,-541,-5092,0,Orlando Magic,101.0,91.4,2009,2,2
112,223,541,5092,1,Cleveland Cavaliers,100.3,94.4,2009,3,3
90,223,541,5092,0,Cleveland Cavaliers,100.3,94.4,2009,3,3
103,223,-541,-5092,1,Orlando Magic,101.0,91.4,2009,2,2
103,224,-5449,-1399,0,Denver Nuggets,104.3,99.3,2009,1,1
105,224,5449,1399,1,Los Angeles Lakers,106.9,100.9,2009,4,4
106,224,-5449,-1399,0,Denver Nuggets,104.3,99.3,2009,1,1
103,224,5449,1399,1,Los Angeles Lakers,106.9,100.9,2009,4,4
103,224,5449,1399,0,Los Angeles Lakers,106.9,100.9,2009,4,4
97,224,-5449,-1399,1,Denver Nuggets,104.3,99.3,2009,1,1
101,224,5449,1399,0,Los Angeles Lakers,106.9,100.9,2009,4,4
120,224,-5449,-1399,1,Denver Nuggets,104.3,99.3,2009,1,1
94,224,-5449,-1399,0,Denver Nuggets,104.3,99.3,2009,1,1
103,224,5449,1399,1,Los Angeles Lakers,106.9,100.9,2009,4,4
119,224,5449,1399,0,Los Angeles Lakers,106.9,100.9,2009,4,4
92,224,-5449,-1399,1,Denver Nuggets,104.3,99.3,2009,1,1
83,196,-3800,-9115,0,Chicago Bulls,97.5,95.6,2010,2,1
96,196,3800,9115,1,Cleveland Cavaliers,102.1,99.1,2010,3,4
102,196,-3800,-9115,0,Chicago Bulls,97.5,95.6,2010,2,1
112,196,3800,9115,1,Cleveland Cavaliers,102.1,99.1,2010,3,4
106,196,3800,9115,0,Cleveland Cavaliers,102.1,99.1,2010,3,4
108,196,-3800,-9115,1,Chicago Bulls,97.5,95.6,2010,2,1
121,196,3800,9115,0,Cleveland Cavaliers,102.1,99.1,2010,3,4
98,196,-3800,-9115,1,Chicago Bulls,97.5,95.6,2010,2,1
94,196,-3800,-9115,0,Chicago Bulls,97.5,95.6,2010,2,1
96,196,3800,9115,1,Cleveland Cavaliers,102.1,99.1,2010,3,4
89,197,-2879,873,0,Charlotte Bobcats,95.3,95.3,2010,2,2
98,197,2879,-873,1,Orlando Magic,102.8,95.3,2010,3,3
77,197,-2879,873,0,Charlotte Bobcats,95.3,95.3,2010,2,2
92,197,2879,-873,1,Orlando Magic,102.8,95.3,2010,3,3
90,197,2879,-873,0,Orlando Magic,102.8,95.3,2010,3,3
86,197,-2879,873,1,Charlotte Bobcats,95.3,95.3,2010,2,2
99,197,2879,-873,0,Orlando Magic,102.8,95.3,2010,3,3
90,197,-2879,873,1,Charlotte Bobcats,95.3,95.3,2010,2,2
92,198,-3112,-1489,0,Milwaukee Bucks,97.7,97.0,2010,2,2
102,198,3112,1489,1,Atlanta Hawks,101.7,96.0,2010,3,3
86,198,-3112,-1489,0,Milwaukee Bucks,97.7,97.0,2010,2,2
96,198,3112,1489,1,Atlanta Hawks,101.7,96.0,2010,3,3
89,198,3112,1489,0,Atlanta Hawks,101.7,96.0,2010,3,3
107,198,-3112,-1489,1,Milwaukee Bucks,97.7,97.0,2010,2,2
104,198,3112,1489,0,Atlanta Hawks,101.7,96.0,2010,3,3
111,198,-3112,-1489,1,Milwaukee Bucks,97.7,97.0,2010,2,2
91,198,-3112,-1489,0,Milwaukee Bucks,97.7,97.0,2010,2,2
87,198,3112,1489,1,Atlanta Hawks,101.7,96.0,2010,3,3
83,198,3112,1489,0,Atlanta Hawks,101.7,96.0,2010,3,3
69,198,-3112,-1489,1,Milwaukee Bucks,97.7,97.0,2010,2,2
74,198,-3112,-1489,0,Milwaukee Bucks,97.7,97.0,2010,2,2
95,198,3112,1489,1,Atlanta Hawks,101.7,96.0,2010,3,3
76,199,-6565,-6289,0,Miami Heat,96.5,95.6,2010,1,1
85,199,6565,6289,1,Boston Celtics,99.2,94.2,2010,4,4
77,199,-6565,-6289,0,Miami Heat,96.5,95.6,2010,1,1
106,199,6565,6289,1,Boston Celtics,99.2,94.2,2010,4,4
100,199,6565,6289,0,Boston Celtics,99.2,94.2,2010,4,4
98,199,-6565,-6289,1,Miami Heat,96.5,95.6,2010,1,1
92,199,6565,6289,0,Boston Celtics,99.2,94.2,2010,4,4
101,199,-6565,-6289,1,Miami Heat,96.5,95.6,2010,1,1
86,199,-6565,-6289,0,Miami Heat,96.5,95.6,2010,1,1
96,199,6565,6289,1,Boston Celtics,99.2,94.2,2010,4,4
79,200,-15482,-4035,0,Oklahoma City Thunder,101.5,97.0,2010,1,1
87,200,15482,4035,1,Los Angeles Lakers,101.7,98.0,2010,4,4
92,200,-15482,-4035,0,Oklahoma City Thunder,101.5,97.0,2010,1,1
95,200,15482,4035,1,Los Angeles Lakers,101.7,98.0,2010,4,4
96,200,15482,4035,0,Los Angeles Lakers,101.7,98.0,2010,4,4
101,200,-15482,-4035,1,Oklahoma City Thunder,101.5,97.0,2010,1,1
89,200,15482,4035,0,Los Angeles Lakers,101.7,98.0,2010,4,4
110,200,-15482,-4035,1,Oklahoma City Thunder,101.5,97.0,2010,1,1
87,200,-15482,-4035,0,Oklahoma City Thunder,101.5,97.0,2010,1,1
111,200,15482,4035,1,Los Angeles Lakers,101.7,98.0,2010,4,4
95,200,15482,4035,0,Los Angeles Lakers,101.7,98.0,2010,4,4
94,200,-15482,-4035,1,Oklahoma City Thunder,101.5,97.0,2010,1,1
94,201,2356,-615,0,San Antonio Spurs,101.4,99.3,2010,3,3
100,201,-2356,615,1,Dallas Mavericks,102.0,96.3,2010,2,2
102,201,2356,-615,0,San Antonio Spurs,101.4,99.3,2010,3,3
88,201,-2356,615,1,Dallas Mavericks,102.0,96.3,2010,2,2
90,201,-2356,615,0,Dallas Mavericks,102.0,96.3,2010,2,2
94,201,2356,-615,1,San Antonio Spurs,101.4,99.3,2010,3,3
89,201,-2356,615,0,Dallas Mavericks,102.0,96.3,2010,2,2
92,201,2356,-615,1,San Antonio Spurs,101.4,99.3,2010,3,3
81,201,2356,-615,0,San Antonio Spurs,101.4,99.3,2010,3,3
103,201,-2356,615,1,Dallas Mavericks,102.0,96.3,2010,2,2
87,201,-2356,615,0,Dallas Mavericks,102.0,96.3,2010,2,2
97,201,2356,-615,1,San Antonio Spurs,101.4,99.3,2010,3,3
105,202,-3083,-332,0,Portland Trail Blazers,98.1,105.3,2010,2,2
100,202,3083,332,1,Phoenix Suns,110.2,94.8,2010,3,3
90,202,-3083,-332,0,Portland Trail Blazers,98.1,105.3,2010,2,2
119,202,3083,332,1,Phoenix Suns,110.2,94.8,2010,3,3
108,202,3083,332,0,Phoenix Suns,110.2,94.8,2010,3,3
89,202,-3083,-332,1,Portland Trail Blazers,98.1,105.3,2010,2,2
87,202,3083,332,0,Phoenix Suns,110.2,94.8,2010,3,3
96,202,-3083,-332,1,Portland Trail Blazers,98.1,105.3,2010,2,2
88,202,-3083,-332,0,Portland Trail Blazers,98.1,105.3,2010,2,2
107,202,3083,332,1,Phoenix Suns,110.2,94.8,2010,3,3
99,202,3083,332,0,Phoenix Suns,110.2,94.8,2010,3,3
90,202,-3083,-332,1,Portland Trail Blazers,98.1,105.3,2010,2,2
113,203,-7424,694,0,Utah Jazz,104.2,102.4,2010,1,2
126,203,7424,-694,1,Denver Nuggets,106.5,98.9,2010,4,3
114,203,-7424,694,0,Utah Jazz,104.2,102.4,2010,1,2
111,203,7424,-694,1,Denver Nuggets,106.5,98.9,2010,4,3
93,203,7424,-694,0,Denver Nuggets,106.5,98.9,2010,4,3
105,203,-7424,694,1,Utah Jazz,104.2,102.4,2010,1,2
106,203,7424,-694,0,Denver Nuggets,106.5,98.9,2010,4,3
117,203,-7424,694,1,Utah Jazz,104.2,102.4,2010,1,2
102,203,-7424,694,0,Utah Jazz,104.2,102.4,2010,1,2
116,203,7424,-694,1,Denver Nuggets,106.5,98.9,2010,4,3
104,203,7424,-694,0,Denver Nuggets,106.5,98.9,2010,4,3
112,203,-7424,694,1,Utah Jazz,104.2,102.4,2010,1,2
93,204,-887,4862,0,Boston Celtics,99.2,95.6,2010,2,3
101,204,887,-4862,1,Cleveland Cavaliers,102.1,95.6,2010,3,2
104,204,-887,4862,0,Boston Celtics,99.2,95.6,2010,2,3
86,204,887,-4862,1,Cleveland Cavaliers,102.1,95.6,2010,3,2
124,204,887,-4862,0,Cleveland Cavaliers,102.1,95.6,2010,3,2
95,204,-887,4862,1,Boston Celtics,99.2,95.6,2010,2,3
87,204,887,-4862,0,Cleveland Cavaliers,102.1,95.6,2010,3,2
97,204,-887,4862,1,Boston Celtics,99.2,95.6,2010,2,3
120,204,-887,4862,0,Boston Celtics,99.2,95.6,2010,2,3
88,204,887,-4862,1,Cleveland Cavaliers,102.1,95.6,2010,3,2
85,204,887,-4862,0,Cleveland Cavaliers,102.1,95.6,2010,3,2
94,204,-887,4862,1,Boston Celtics,99.2,95.6,2010,2,3
71,205,-3313,2404,0,Atlanta Hawks,101.7,95.3,2010,2,2
114,205,3313,-2404,1,Orlando Magic,102.8,95.3,2010,3,3
98,205,-3313,2404,0,Atlanta Hawks,101.7,95.3,2010,2,2
112,205,3313,-2404,1,Orlando Magic,102.8,95.3,2010,3,3
105,205,3313,-2404,0,Orlando Magic,102.8,95.3,2010,3,3
75,205,-3313,2404,1,Atlanta Hawks,101.7,95.3,2010,2,2
98,205,3313,-2404,0,Orlando Magic,102.8,95.3,2010,3,3
84,205,-3313,2404,1,Atlanta Hawks,101.7,95.3,2010,2,2
99,206,-14613,-894,0,Utah Jazz,104.2,97.0,2010,1,1
104,206,14613,894,1,Los Angeles Lakers,101.7,97.0,2010,4,4
103,206,-14613,-894,0,Utah Jazz,104.2,97.0,2010,1,1
111,206,14613,894,1,Los Angeles Lakers,101.7,97.0,2010,4,4
111,206,14613,894,0,Los Angeles Lakers,101.7,97.0,2010,4,4
110,206,-14613,-894,1,Utah Jazz,104.2,97.0,2010,1,1
111,206,14613,894,0,Los Angeles Lakers,101.7,97.0,2010,4,4
96,206,-14613,-894,1,Utah Jazz,104.2,97.0,2010,1,1
102,207,10697,1152,0,San Antonio Spurs,101.4,105.3,2010,4,4
111,207,-10697,-1152,1,Phoenix Suns,110.2,105.3,2010,1,1
102,207,10697,1152,0,San Antonio Spurs,101.4,105.3,2010,4,4
110,207,-10697,-1152,1,Phoenix Suns,110.2,105.3,2010,1,1
110,207,-10697,-1152,0,Phoenix Suns,110.2,105.3,2010,1,1
96,207,10697,1152,1,San Antonio Spurs,101.4,105.3,2010,4,4
107,207,-10697,-1152,0,Phoenix Suns,110.2,105.3,2010,1,1
101,207,10697,1152,1,San Antonio Spurs,101.4,105.3,2010,4,4
107,208,-11942,-2123,0,Phoenix Suns,110.2,97.0,2010,1,1
128,208,11942,2123,1,Los Angeles Lakers,101.7,105.3,2010,4,4
112,208,-11942,-2123,0,Phoenix Suns,110.2,97.0,2010,1,1
124,208,11942,2123,1,Los Angeles Lakers,101.7,105.3,2010,4,4
109,208,11942,2123,0,Los Angeles Lakers,101.7,105.3,2010,4,4
118,208,-11942,-2123,1,Phoenix Suns,110.2,97.0,2010,1,1
106,208,11942,2123,0,Los Angeles Lakers,101.7,105.3,2010,4,4
115,208,-11942,-2123,1,Phoenix Suns,110.2,97.0,2010,1,1
101,208,-11942,-2123,0,Phoenix Suns,110.2,97.0,2010,1,1
103,208,11942,2123,1,Los Angeles Lakers,101.7,105.3,2010,4,4
111,208,11942,2123,0,Los Angeles Lakers,101.7,105.3,2010,4,4
103,208,-11942,-2123,1,Phoenix Suns,110.2,97.0,2010,1,1
92,209,6312,7345,0,Boston Celtics,99.2,95.3,2010,4,4
88,209,-6312,-7345,1,Orlando Magic,102.8,95.6,2010,1,1
95,209,6312,7345,0,Boston Celtics,99.2,95.3,2010,4,4
92,209,-6312,-7345,1,Orlando Magic,102.8,95.6,2010,1,1
71,209,-6312,-7345,0,Orlando Magic,102.8,95.6,2010,1,1
94,209,6312,7345,1,Boston Celtics,99.2,95.3,2010,4,4
96,209,-6312,-7345,0,Orlando Magic,102.8,95.6,2010,1,1
92,209,6312,7345,1,Boston Celtics,99.2,95.3,2010,4,4
92,209,6312,7345,0,Boston Celtics,99.2,95.3,2010,4,4
113,209,-6312,-7345,1,Orlando Magic,102.8,95.6,2010,1,1
84,209,-6312,-7345,0,Orlando Magic,102.8,95.6,2010,1,1
96,209,6312,7345,1,Boston Celtics,99.2,95.3,2010,4,4
99,181,-4046,-1597,0,Indiana Pacers,99.8,91.3,2011,2,2
104,181,4046,1597,1,Chicago Bulls,98.6,100.9,2011,3,3
90,181,-4046,-1597,0,Indiana Pacers,99.8,91.3,2011,2,2
96,181,4046,1597,1,Chicago Bulls,98.6,100.9,2011,3,3
88,181,4046,1597,0,Chicago Bulls,98.6,100.9,2011,3,3
