score,series_ID,starters_playoff_exp_diff,bench_playoff_exp_diff,at_home,team,reg_season_points,opp_reg_season_pa
111,179,4309,-2260,0,Boston Celtics,91.8,
115,179,-4309,2260,1,Miami Heat,98.5,
91,179,-4309,2260,0,Miami Heat,98.5,
101,179,4309,-2260,1,Boston Celtics,91.8,
91,179,-4309,2260,0,Miami Heat,98.5,
93,179,4309,-2260,1,Boston Celtics,91.8,
94,179,4309,-2260,0,Boston Celtics,91.8,
90,179,-4309,2260,1,Miami Heat,98.5,
98,179,-4309,2260,0,Miami Heat,98.5,
79,179,4309,-2260,1,Boston Celtics,91.8,
88,179,4309,-2260,0,Boston Celtics,91.8,
101,179,-4309,2260,1,Miami Heat,98.5,
87,151,-16966,-9615,0,Milwaukee Bucks,98.9,
110,151,16966,9615,1,Miami Heat,102.9,
86,151,-16966,-9615,0,Milwaukee Bucks,98.9,
98,151,16966,9615,1,Miami Heat,102.9,
104,151,16966,9615,0,Miami Heat,102.9,
91,151,-16966,-9615,1,Milwaukee Bucks,98.9,
88,151,16966,9615,0,Miami Heat,102.9,
77,151,-16966,-9615,1,Milwaukee Bucks,98.9,
78,152,6639,-8819,0,Boston Celtics,96.5,
85,152,-6639,8819,1,New York Knicks,100.0,
71,152,6639,-8819,0,Boston Celtics,96.5,
87,152,-6639,8819,1,New York Knicks,100.0,
90,152,-6639,8819,0,New York Knicks,100.0,
76,152,6639,-8819,1,Boston Celtics,96.5,
90,152,-6639,8819,0,New York Knicks,100.0,
97,152,6639,-8819,1,Boston Celtics,96.5,
92,152,6639,-8819,0,Boston Celtics,96.5,
86,152,-6639,8819,1,New York Knicks,100.0,
88,152,-6639,8819,0,New York Knicks,100.0,
80,152,6639,-8819,1,Boston Celtics,96.5,
90,153,2592,496,0,Atlanta Hawks,98.0,
107,153,-2592,-496,1,Indiana Pacers,94.7,
98,153,2592,496,0,Atlanta Hawks,98.0,
113,153,-2592,-496,1,Indiana Pacers,94.7,
69,153,-2592,-496,0,Indiana Pacers,94.7,
90,153,2592,496,1,Atlanta Hawks,98.0,
91,153,-2592,-496,0,Indiana Pacers,94.7,
102,153,2592,496,1,Atlanta Hawks,98.0,
83,153,2592,496,0,Atlanta Hawks,98.0,
106,153,-2592,-496,1,Indiana Pacers,94.7,
81,153,-2592,-496,0,Indiana Pacers,94.7,
73,153,2592,496,1,Atlanta Hawks,98.0,
89,154,46,5449,0,Chicago Bulls,93.2,
106,154,-46,-5449,1,Brooklyn Nets,96.9,
90,154,46,5449,0,Chicago Bulls,93.2,
82,154,-46,-5449,1,Brooklyn Nets,96.9,
76,154,-46,-5449,0,Brooklyn Nets,96.9,
79,154,46,5449,1,Chicago Bulls,93.2,
134,154,-46,-5449,0,Brooklyn Nets,96.9,
142,154,46,5449,1,Chicago Bulls,93.2,
91,154,46,5449,0,Chicago Bulls,93.2,
110,154,-46,-5449,1,Brooklyn Nets,96.9,
95,154,-46,-5449,0,Brooklyn Nets,96.9,
92,154,46,5449,1,Chicago Bulls,93.2,
99,154,46,5449,0,Chicago Bulls,93.2,
93,154,-46,-5449,1,Brooklyn Nets,96.9,
91,155,-2612,-11555,0,Houston Rockets,106.0,
120,155,2612,11555,1,Oklahoma City Thunder,105.7,
102,155,-2612,-11555,0,Houston Rockets,106.0,
105,155,2612,11555,1,Oklahoma City Thunder,105.7,
104,155,2612,11555,0,Oklahoma City Thunder,105.7,
101,155,-2612,-11555,1,Houston Rockets,106.0,
103,155,2612,11555,0,Oklahoma City Thunder,105.7,
105,155,-2612,-11555,1,Houston Rockets,106.0,
107,155,-2612,-11555,0,Houston Rockets,106.0,
100,155,2612,11555,1,Oklahoma City Thunder,105.7,
103,155,2612,11555,0,Oklahoma City Thunder,105.7,
94,155,-2612,-11555,1,Houston Rockets,106.0,
79,156,-4883,895,0,Los Angeles Lakers,102.2,
91,156,4883,-895,1,San Antonio Spurs,103.0,
91,156,-4883,895,0,Los Angeles Lakers,102.2,
102,156,4883,-895,1,San Antonio Spurs,103.0,
120,156,4883,-895,0,San Antonio Spurs,103.0,
89,156,-4883,895,1,Los Angeles Lakers,102.2,
103,156,4883,-895,0,San Antonio Spurs,103.0,
82,156,-4883,895,1,Los Angeles Lakers,102.2,
95,157,-3516,3337,0,Golden State Warriors,101.2,
97,157,3516,-3337,1,Denver Nuggets,106.1,
131,157,-3516,3337,0,Golden State Warriors,101.2,
117,157,3516,-3337,1,Denver Nuggets,106.1,
108,157,3516,-3337,0,Denver Nuggets,106.1,
110,157,-3516,3337,1,Golden State Warriors,101.2,
101,157,3516,-3337,0,Denver Nuggets,106.1,
115,157,-3516,3337,1,Golden State Warriors,101.2,
100,157,-3516,3337,0,Golden State Warriors,101.2,
107,157,3516,-3337,1,Denver Nuggets,106.1,
88,157,3516,-3337,0,Denver Nuggets,106.1,
92,157,-3516,3337,1,Golden State Warriors,101.2,
91,158,4386,-11615,0,Memphis Grizzlies,93.4,
112,158,-4386,11615,1,Los Angeles Clippers,101.1,
91,158,4386,-11615,0,Memphis Grizzlies,93.4,
93,158,-4386,11615,1,Los Angeles Clippers,101.1,
82,158,-4386,11615,0,Los Angeles Clippers,101.1,
94,158,4386,-11615,1,Memphis Grizzlies,93.4,
83,158,-4386,11615,0,Los Angeles Clippers,101.1,
104,158,4386,-11615,1,Memphis Grizzlies,93.4,
103,158,4386,-11615,0,Memphis Grizzlies,93.4,
93,158,-4386,11615,1,Los Angeles Clippers,101.1,
105,158,-4386,11615,0,Los Angeles Clippers,101.1,
118,158,4386,-11615,1,Memphis Grizzlies,93.4,
93,159,-8635,-8732,0,Chicago Bulls,93.2,
86,159,8635,8732,1,Miami Heat,102.9,
78,159,-8635,-8732,0,Chicago Bulls,93.2,
115,159,8635,8732,1,Miami Heat,102.9,
104,159,8635,8732,0,Miami Heat,102.9,
94,159,-8635,-8732,1,Chicago Bulls,93.2,
88,159,8635,8732,0,Miami Heat,102.9,
65,159,-8635,-8732,1,Chicago Bulls,93.2,
91,159,-8635,-8732,0,Chicago Bulls,93.2,
94,159,8635,8732,1,Miami Heat,102.9,
102,160,-1911,-13895,0,Indiana Pacers,94.7,
95,160,1911,13895,1,New York Knicks,100.0,
79,160,-1911,-13895,0,Indiana Pacers,94.7,
105,160,1911,13895,1,New York Knicks,100.0,
71,160,1911,13895,0,New York Knicks,100.0,
82,160,-1911,-13895,1,Indiana Pacers,94.7,
82,160,1911,13895,0,New York Knicks,100.0,
93,160,-1911,-13895,1,Indiana Pacers,94.7,
75,160,-1911,-13895,0,Indiana Pacers,94.7,
85,160,1911,13895,1,New York Knicks,100.0,
99,160,1911,13895,0,New York Knicks,100.0,
106,160,-1911,-13895,1,Indiana Pacers,94.7,
91,161,-1310,-3701,0,Memphis Grizzlies,93.4,
93,161,1310,3701,1,Oklahoma City Thunder,105.7,
99,161,-1310,-3701,0,Memphis Grizzlies,93.4,
93,161,1310,3701,1,Oklahoma City Thunder,105.7,
81,161,1310,3701,0,Oklahoma City Thunder,105.7,
87,161,-1310,-3701,1,Memphis Grizzlies,93.4,
97,161,1310,3701,0,Oklahoma City Thunder,105.7,
103,161,-1310,-3701,1,Memphis Grizzlies,93.4,
88,161,-1310,-3701,0,Memphis Grizzlies,93.4,
84,161,1310,3701,1,Oklahoma City Thunder,105.7,
127,162,-17013,-809,0,Golden State Warriors,101.2,
129,162,17013,809,1,San Antonio Spurs,103.0,
100,162,-17013,-809,0,Golden State Warriors,101.2,
91,162,17013,809,1,San Antonio Spurs,103.0,
102,162,17013,809,0,San Antonio Spurs,103.0,
92,162,-17013,-809,1,Golden State Warriors,101.2,
87,162,17013,809,0,San Antonio Spurs,103.0,
97,162,-17013,-809,1,Golden State Warriors,101.2,
91,162,-17013,-809,0,Golden State Warriors,101.2,
109,162,17013,809,1,San Antonio Spurs,103.0,
94,162,17013,809,0,San Antonio Spurs,103.0,
82,162,-17013,-809,1,Golden State Warriors,101.2,
102,163,-13871,-11007,0,Indiana Pacers,94.7,
103,163,13871,11007,1,Miami Heat,102.9,
97,163,-13871,-11007,0,Indiana Pacers,94.7,
93,163,13871,11007,1,Miami Heat,102.9,
114,163,13871,11007,0,Miami Heat,102.9,
96,163,-13871,-11007,1,Indiana Pacers,94.7,
92,163,13871,11007,0,Miami Heat,102.9,
99,163,-13871,-11007,1,Indiana Pacers,94.7,
79,163,-13871,-11007,0,Indiana Pacers,94.7,
90,163,13871,11007,1,Miami Heat,102.9,
77,163,13871,11007,0,Miami Heat,102.9,
91,163,-13871,-11007,1,Indiana Pacers,94.7,
76,163,-13871,-11007,0,Indiana Pacers,94.7,
99,163,13871,11007,1,Miami Heat,102.9,
83,164,-14933,1780,0,Memphis Grizzlies,93.4,
105,164,14933,-1780,1,San Antonio Spurs,103.0,
89,164,-14933,1780,0,Memphis Grizzlies,93.4,
93,164,14933,-1780,1,San Antonio Spurs,103.0,
104,164,14933,-1780,0,San Antonio Spurs,103.0,
93,164,-14933,1780,1,Memphis Grizzlies,93.4,
93,164,14933,-1780,0,San Antonio Spurs,103.0,
86,164,-14933,1780,1,Memphis Grizzlies,93.4,
101,136,-2758,-1488,0,Atlanta Hawks,101.0,
93,136,2758,1488,1,Indiana Pacers,96.7,
85,136,-2758,-1488,0,Atlanta Hawks,101.0,
101,136,2758,1488,1,Indiana Pacers,96.7,
85,136,2758,1488,0,Indiana Pacers,96.7,
98,136,-2758,-1488,1,Atlanta Hawks,101.0,
91,136,2758,1488,0,Indiana Pacers,96.7,
88,136,-2758,-1488,1,Atlanta Hawks,101.0,
107,136,-2758,-1488,0,Atlanta Hawks,101.0,
97,136,2758,1488,1,Indiana Pacers,96.7,
95,136,2758,1488,0,Indiana Pacers,96.7,
88,136,-2758,-1488,1,Atlanta Hawks,101.0,
80,136,-2758,-1488,0,Atlanta Hawks,101.0,
92,136,2758,1488,1,Indiana Pacers,96.7,
88,137,-15461,-15146,0,Charlotte Bobcats,96.9,
99,137,15461,15146,1,Miami Heat,102.2,
97,137,-15461,-15146,0,Charlotte Bobcats,96.9,
101,137,15461,15146,1,Miami Heat,102.2,
98,137,15461,15146,0,Miami Heat,102.2,
85,137,-15461,-15146,1,Charlotte Bobcats,96.9,
109,137,15461,15146,0,Miami Heat,102.2,
98,137,-15461,-15146,1,Charlotte Bobcats,96.9,
94,138,10179,4448,0,Brooklyn Nets,98.5,
87,138,-10179,-4448,1,Toronto Raptors,101.3,
95,138,10179,4448,0,Brooklyn Nets,98.5,
100,138,-10179,-4448,1,Toronto Raptors,101.3,
98,138,-10179,-4448,0,Toronto Raptors,101.3,
102,138,10179,4448,1,Brooklyn Nets,98.5,
87,138,-10179,-4448,0,Toronto Raptors,101.3,
79,138,10179,4448,1,Brooklyn Nets,98.5,
113,138,10179,4448,0,Brooklyn Nets,98.5,
115,138,-10179,-4448,1,Toronto Raptors,101.3,
83,138,-10179,-4448,0,Toronto Raptors,101.3,
97,138,10179,4448,1,Brooklyn Nets,98.5,
104,138,10179,4448,0,Brooklyn Nets,98.5,
103,138,-10179,-4448,1,Toronto Raptors,101.3,
102,139,-1732,-117,0,Washington Wizards,100.7,
93,139,1732,117,1,Chicago Bulls,93.7,
101,139,-1732,-117,0,Washington Wizards,100.7,
99,139,1732,117,1,Chicago Bulls,93.7,
100,139,1732,117,0,Chicago Bulls,93.7,
97,139,-1732,-117,1,Washington Wizards,100.7,
89,139,1732,117,0,Chicago Bulls,93.7,
98,139,-1732,-117,1,Washington Wizards,100.7,
75,139,-1732,-117,0,Washington Wizards,100.7,
69,139,1732,117,1,Chicago Bulls,93.7,
85,140,-9048,-2724,0,Dallas Mavericks,104.8,
90,140,9048,2724,1,San Antonio Spurs,105.4,
113,140,-9048,-2724,0,Dallas Mavericks,104.8,
92,140,9048,2724,1,San Antonio Spurs,105.4,
108,140,9048,2724,0,San Antonio Spurs,105.4,
109,140,-9048,-2724,1,Dallas Mavericks,104.8,
93,140,9048,2724,0,San Antonio Spurs,105.4,
89,140,-9048,-2724,1,Dallas Mavericks,104.8,
103,140,-9048,-2724,0,Dallas Mavericks,104.8,
109,140,9048,2724,1,San Antonio Spurs,105.4,
111,140,9048,2724,0,San Antonio Spurs,105.4,
113,140,-9048,-2724,1,Dallas Mavericks,104.8,
96,140,-9048,-2724,0,Dallas Mavericks,104.8,
119,140,9048,2724,1,San Antonio Spurs,105.4,
86,141,-1124,-5401,0,Memphis Grizzlies,96.1,
100,141,1124,5401,1,Oklahoma City Thunder,106.2,
111,141,-1124,-5401,0,Memphis Grizzlies,96.1,
105,141,1124,5401,1,Oklahoma City Thunder,106.2,
95,141,1124,5401,0,Oklahoma City Thunder,106.2,
98,141,-1124,-5401,1,Memphis Grizzlies,96.1,
92,141,1124,5401,0,Oklahoma City Thunder,106.2,
89,141,-1124,-5401,1,Memphis Grizzlies,96.1,
100,141,-1124,-5401,0,Memphis Grizzlies,96.1,
99,141,1124,5401,1,Oklahoma City Thunder,106.2,
104,141,1124,5401,0,Oklahoma City Thunder,106.2,
84,141,-1124,-5401,1,Memphis Grizzlies,96.1,
109,141,-1124,-5401,0,Memphis Grizzlies,96.1,
120,141,1124,5401,1,Oklahoma City Thunder,106.2,
109,142,-1685,-3297,0,Golden State Warriors,104.3,
105,142,1685,3297,1,Los Angeles Clippers,107.9,
98,142,-1685,-3297,0,Golden State Warriors,104.3,
138,142,1685,3297,1,Los Angeles Clippers,107.9,
98,142,1685,3297,0,Los Angeles Clippers,107.9,
96,142,-1685,-3297,1,Golden State Warriors,104.3,
97,142,1685,3297,0,Los Angeles Clippers,107.9,
118,142,-1685,-3297,1,Golden State Warriors,104.3,
103,142,-1685,-3297,0,Golden State Warriors,104.3,
113,142,1685,3297,1,Los Angeles Clippers,107.9,
99,142,1685,3297,0,Los Angeles Clippers,107.9,
100,142,-1685,-3297,1,Golden State Warriors,104.3,
121,142,-1685,-3297,0,Golden State Warriors,104.3,
126,142,1685,3297,1,Los Angeles Clippers,107.9,
122,143,-2671,648,0,Portland Trail Blazers,106.7,
120,143,2671,-648,1,Houston Rockets,107.7,
112,143,-2671,648,0,Portland Trail Blazers,106.7,
105,143,2671,-648,1,Houston Rockets,107.7,
121,143,2671,-648,0,Houston Rockets,107.7,
116,143,-2671,648,1,Portland Trail Blazers,106.7,
120,143,2671,-648,0,Houston Rockets,107.7,
123,143,-2671,648,1,Portland Trail Blazers,106.7,
98,143,-2671,648,0,Portland Trail Blazers,106.7,
108,143,2671,-648,1,Houston Rockets,107.7,
98,143,2671,-648,0,Houston Rockets,107.7,
99,143,-2671,648,1,Portland Trail Blazers,106.7,
102,144,-4039,1370,0,Washington Wizards,100.7,
96,144,4039,-1370,1,Indiana Pacers,96.7,
82,144,-4039,1370,0,Washington Wizards,100.7,
86,144,4039,-1370,1,Indiana Pacers,96.7,
85,144,4039,-1370,0,Indiana Pacers,96.7,
63,144,-4039,1370,1,Washington Wizards,100.7,
95,144,4039,-1370,0,Indiana Pacers,96.7,
92,144,-4039,1370,1,Washington Wizards,100.7,
102,144,-4039,1370,0,Washington Wizards,100.7,
79,144,4039,-1370,1,Indiana Pacers,96.7,
93,144,4039,-1370,0,Indiana Pacers,96.7,
80,144,-4039,1370,1,Washington Wizards,100.7,
86,145,-5533,-9750,0,Brooklyn Nets,98.5,
107,145,5533,9750,1,Miami Heat,102.2,
82,145,-5533,-9750,0,Brooklyn Nets,98.5,
94,145,5533,9750,1,Miami Heat,102.2,
90,145,5533,9750,0,Miami Heat,102.2,
104,145,-5533,-9750,1,Brooklyn Nets,98.5,
102,145,5533,9750,0,Miami Heat,102.2,
96,145,-5533,-9750,1,Brooklyn Nets,98.5,
94,145,-5533,-9750,0,Brooklyn Nets,98.5,
96,145,5533,9750,1,Miami Heat,102.2,
92,146,-15236,-7324,0,Portland Trail Blazers,106.7,
116,146,15236,7324,1,San Antonio Spurs,105.4,
97,146,-15236,-7324,0,Portland Trail Blazers,106.7,
114,146,15236,7324,1,San Antonio Spurs,105.4,
118,146,15236,7324,0,San Antonio Spurs,105.4,
103,146,-15236,-7324,1,Portland Trail Blazers,106.7,
92,146,15236,7324,0,San Antonio Spurs,105.4,
103,146,-15236,-7324,1,Portland Trail Blazers,106.7,
82,146,-15236,-7324,0,Portland Trail Blazers,106.7,
104,146,15236,7324,1,San Antonio Spurs,105.4,
122,147,-1286,-9203,0,Los Angeles Clippers,107.9,
105,147,1286,9203,1,Oklahoma City Thunder,106.2,
101,147,-1286,-9203,0,Los Angeles Clippers,107.9,
112,147,1286,9203,1,Oklahoma City Thunder,106.2,
118,147,1286,9203,0,Oklahoma City Thunder,106.2,
112,147,-1286,-9203,1,Los Angeles Clippers,107.9,
99,147,1286,9203,0,Oklahoma City Thunder,106.2,
101,147,-1286,-9203,1,Los Angeles Clippers,107.9,
104,147,-1286,-9203,0,Los Angeles Clippers,107.9,
105,147,1286,9203,1,Oklahoma City Thunder,106.2,
104,147,1286,9203,0,Oklahoma City Thunder,106.2,
98,147,-1286,-9203,1,Los Angeles Clippers,107.9,
96,148,14012,8929,0,Miami Heat,102.2,
107,148,-14012,-8929,1,Indiana Pacers,96.7,
87,148,14012,8929,0,Miami Heat,102.2,
83,148,-14012,-8929,1,Indiana Pacers,96.7,
87,148,-14012,-8929,0,Indiana Pacers,96.7,
99,148,14012,8929,1,Miami Heat,102.2,
90,148,-14012,-8929,0,Indiana Pacers,96.7,
102,148,14012,8929,1,Miami Heat,102.2,
90,148,14012,8929,0,Miami Heat,102.2,
93,148,-14012,-8929,1,Indiana Pacers,96.7,
92,148,-14012,-8929,0,Indiana Pacers,96.7,
117,148,14012,8929,1,Miami Heat,102.2,
105,149,-12242,6580,0,Oklahoma City Thunder,106.2,
122,149,12242,-6580,1,San Antonio Spurs,105.4,
77,149,-12242,6580,0,Oklahoma City Thunder,106.2,
112,149,12242,-6580,1,San Antonio Spurs,105.4,
97,149,12242,-6580,0,San Antonio Spurs,105.4,
106,149,-12242,6580,1,Oklahoma City Thunder,106.2,
92,149,12242,-6580,0,San Antonio Spurs,105.4,
105,149,-12242,6580,1,Oklahoma City Thunder,106.2,
89,149,-12242,6580,0,Oklahoma City Thunder,106.2,
117,149,12242,-6580,1,San Antonio Spurs,105.4,
112,149,12242,-6580,0,San Antonio Spurs,105.4,
107,149,-12242,6580,1,Oklahoma City Thunder,106.2,
92,121,787,-227,0,Brooklyn Nets,98.0,
99,121,-787,227,1,Atlanta Hawks,102.5,
91,121,787,-227,0,Brooklyn Nets,98.0,
96,121,-787,227,1,Atlanta Hawks,102.5,
83,121,-787,227,0,Atlanta Hawks,102.5,
91,121,787,-227,1,Brooklyn Nets,98.0,
115,121,-787,227,0,Atlanta Hawks,102.5,
120,121,787,-227,1,Brooklyn Nets,98.0,
97,121,787,-227,0,Brooklyn Nets,98.0,
107,121,-787,227,1,Atlanta Hawks,102.5,
111,121,-787,227,0,Atlanta Hawks,102.5,
87,121,787,-227,1,Brooklyn Nets,98.0,
100,122,-7208,-6828,0,Boston Celtics,101.4,
113,122,7208,6828,1,Cleveland Cavaliers,103.1,
91,122,-7208,-6828,0,Boston Celtics,101.4,
99,122,7208,6828,1,Cleveland Cavaliers,103.1,
103,122,7208,6828,0,Cleveland Cavaliers,103.1,
95,122,-7208,-6828,1,Boston Celtics,101.4,
101,122,7208,6828,0,Cleveland Cavaliers,103.1,
93,122,-7208,-6828,1,Boston Celtics,101.4,
91,123,-7446,-2625,0,Milwaukee Bucks,97.8,
103,123,7446,2625,1,Chicago Bulls,100.8,
82,123,-7446,-2625,0,Milwaukee Bucks,97.8,
91,123,7446,2625,1,Chicago Bulls,100.8,
113,123,7446,2625,0,Chicago Bulls,100.8,
106,123,-7446,-2625,1,Milwaukee Bucks,97.8,
90,123,7446,2625,0,Chicago Bulls,100.8,
92,123,-7446,-2625,1,Milwaukee Bucks,97.8,
94,123,-7446,-2625,0,Milwaukee Bucks,97.8,
88,123,7446,2625,1,Chicago Bulls,100.8,
120,123,7446,2625,0,Chicago Bulls,100.8,
66,123,-7446,-2625,1,Milwaukee Bucks,97.8,
93,124,6165,2170,0,Washington Wizards,98.5,
86,124,-6165,-2170,1,Toronto Raptors,104.0,
117,124,6165,2170,0,Washington Wizards,98.5,
106,124,-6165,-2170,1,Toronto Raptors,104.0,
99,124,-6165,-2170,0,Toronto Raptors,104.0,
106,124,6165,2170,1,Washington Wizards,98.5,
94,124,-6165,-2170,0,Toronto Raptors,104.0,
125,124,6165,2170,1,Washington Wizards,98.5,
99,125,-3013,-1393,0,New Orleans Pelicans,99.4,
106,125,3013,1393,1,Golden State Warriors,110.0,
87,125,-3013,-1393,0,New Orleans Pelicans,99.4,
97,125,3013,1393,1,Golden State Warriors,110.0,
123,125,3013,1393,0,Golden State Warriors,110.0,
119,125,-3013,-1393,1,New Orleans Pelicans,99.4,
109,125,3013,1393,0,Golden State Warriors,110.0,
98,125,-3013,-1393,1,New Orleans Pelicans,99.4,
108,126,933,7954,0,Dallas Mavericks,105.2,
118,126,-933,-7954,1,Houston Rockets,103.9,
99,126,933,7954,0,Dallas Mavericks,105.2,
111,126,-933,-7954,1,Houston Rockets,103.9,
130,126,-933,-7954,0,Houston Rockets,103.9,
128,126,933,7954,1,Dallas Mavericks,105.2,
109,126,-933,-7954,0,Houston Rockets,103.9,
121,126,933,7954,1,Dallas Mavericks,105.2,
94,126,933,7954,0,Dallas Mavericks,105.2,
103,126,-933,-7954,1,Houston Rockets,103.9,
92,127,15128,2546,0,San Antonio Spurs,103.2,
107,127,-15128,-2546,1,Los Angeles Clippers,106.7,
111,127,15128,2546,0,San Antonio Spurs,103.2,
107,127,-15128,-2546,1,Los Angeles Clippers,106.7,
73,127,-15128,-2546,0,Los Angeles Clippers,106.7,
100,127,15128,2546,1,San Antonio Spurs,103.2,
114,127,-15128,-2546,0,Los Angeles Clippers,106.7,
105,127,15128,2546,1,San Antonio Spurs,103.2,
111,127,15128,2546,0,San Antonio Spurs,103.2,
107,127,-15128,-2546,1,Los Angeles Clippers,106.7,
102,127,-15128,-2546,0,Los Angeles Clippers,106.7,
96,127,15128,2546,1,San Antonio Spurs,103.2,
109,127,15128,2546,0,San Antonio Spurs,103.2,
111,127,-15128,-2546,1,Los Angeles Clippers,106.7,
86,128,-3752,-2897,0,Portland Trail Blazers,102.8,
100,128,3752,2897,1,Memphis Grizzlies,98.3,
82,128,-3752,-2897,0,Portland Trail Blazers,102.8,
97,128,3752,2897,1,Memphis Grizzlies,98.3,
115,128,3752,2897,0,Memphis Grizzlies,98.3,
109,128,-3752,-2897,1,Portland Trail Blazers,102.8,
92,128,3752,2897,0,Memphis Grizzlies,98.3,
99,128,-3752,-2897,1,Portland Trail Blazers,102.8,
93,128,-3752,-2897,0,Portland Trail Blazers,102.8,
99,128,3752,2897,1,Memphis Grizzlies,98.3,
99,129,-1958,-3601,0,Chicago Bulls,100.8,
92,129,1958,3601,1,Cleveland Cavaliers,103.1,
91,129,-1958,-3601,0,Chicago Bulls,100.8,
106,129,1958,3601,1,Cleveland Cavaliers,103.1,
96,129,1958,3601,0,Cleveland Cavaliers,103.1,
99,129,-1958,-3601,1,Chicago Bulls,100.8,
86,129,1958,3601,0,Cleveland Cavaliers,103.1,
84,129,-1958,-3601,1,Chicago Bulls,100.8,
101,129,-1958,-3601,0,Chicago Bulls,100.8,
106,129,1958,3601,1,Cleveland Cavaliers,103.1,
94,129,1958,3601,0,Cleveland Cavaliers,103.1,
73,129,-1958,-3601,1,Chicago Bulls,100.8,
104,130,2454,1640,0,Washington Wizards,98.5,
98,130,-2454,-1640,1,Atlanta Hawks,102.5,
90,130,2454,1640,0,Washington Wizards,98.5,
106,130,-2454,-1640,1,Atlanta Hawks,102.5,
101,130,-2454,-1640,0,Atlanta Hawks,102.5,
103,130,2454,1640,1,Washington Wizards,98.5,
106,130,-2454,-1640,0,Atlanta Hawks,102.5,
101,130,2454,1640,1,Washington Wizards,98.5,
81,130,2454,1640,0,Washington Wizards,98.5,
82,130,-2454,-1640,1,Atlanta Hawks,102.5,
94,130,-2454,-1640,0,Atlanta Hawks,102.5,
91,130,2454,1640,1,Washington Wizards,98.5,
117,131,-3131,5479,0,Los Angeles Clippers,106.7,
101,131,3131,-5479,1,Houston Rockets,103.9,
109,131,-3131,5479,0,Los Angeles Clippers,106.7,
115,131,3131,-5479,1,Houston Rockets,103.9,
99,131,3131,-5479,0,Houston Rockets,103.9,
124,131,-3131,5479,1,Los Angeles Clippers,106.7,
95,131,3131,-5479,0,Houston Rockets,103.9,
128,131,-3131,5479,1,Los Angeles Clippers,106.7,
103,131,-3131,5479,0,Los Angeles Clippers,106.7,
124,131,3131,-5479,1,Houston Rockets,103.9,
119,131,3131,-5479,0,Houston Rockets,103.9,
107,131,-3131,5479,1,Los Angeles Clippers,106.7,
100,131,-3131,5479,0,Los Angeles Clippers,106.7,
113,131,3131,-5479,1,Houston Rockets,103.9,
86,132,2080,1618,0,Memphis Grizzlies,98.3,
101,132,-2080,-1618,1,Golden State Warriors,110.0,
97,132,2080,1618,0,Memphis Grizzlies,98.3,
90,132,-2080,-1618,1,Golden State Warriors,110.0,
89,132,-2080,-1618,0,Golden State Warriors,110.0,
99,132,2080,1618,1,Memphis Grizzlies,98.3,
101,132,-2080,-1618,0,Golden State Warriors,110.0,
84,132,2080,1618,1,Memphis Grizzlies,98.3,
78,132,2080,1618,0,Memphis Grizzlies,98.3,
98,132,-2080,-1618,1,Golden State Warriors,110.0,
108,132,-2080,-1618,0,Golden State Warriors,110.0,
95,132,2080,1618,1,Memphis Grizzlies,98.3,
97,133,3687,8000,0,Cleveland Cavaliers,103.1,
89,133,-3687,-8000,1,Atlanta Hawks,102.5,
94,133,3687,8000,0,Cleveland Cavaliers,103.1,
82,133,-3687,-8000,1,Atlanta Hawks,102.5,
111,133,-3687,-8000,0,Atlanta Hawks,102.5,
114,133,3687,8000,1,Cleveland Cavaliers,103.1,
88,133,-3687,-8000,0,Atlanta Hawks,102.5,
118,133,3687,8000,1,Cleveland Cavaliers,103.1,
106,134,6669,-2317,0,Houston Rockets,103.9,
110,134,-6669,2317,1,Golden State Warriors,110.0,
98,134,6669,-2317,0,Houston Rockets,103.9,
99,134,-6669,2317,1,Golden State Warriors,110.0,
115,134,-6669,2317,0,Golden State Warriors,110.0,
80,134,6669,-2317,1,Houston Rockets,103.9,
115,134,-6669,2317,0,Golden State Warriors,110.0,
128,134,6669,-2317,1,Houston Rockets,103.9,
90,134,6669,-2317,0,Houston Rockets,103.9,
104,134,-6669,2317,1,Golden State Warriors,110.0,
101,106,-9872,-6816,0,Detroit Pistons,102.0,
106,106,9872,6816,1,Cleveland Cavaliers,104.3,
90,106,-9872,-6816,0,Detroit Pistons,102.0,
107,106,9872,6816,1,Cleveland Cavaliers,104.3,
101,106,9872,6816,0,Cleveland Cavaliers,104.3,
91,106,-9872,-6816,1,Detroit Pistons,102.0,
100,106,9872,6816,0,Cleveland Cavaliers,104.3,
98,106,-9872,-6816,1,Detroit Pistons,102.0,
100,107,2644,1144,0,Indiana Pacers,102.2,
90,107,-2644,-1144,1,Toronto Raptors,102.7,
87,107,2644,1144,0,Indiana Pacers,102.2,
98,107,-2644,-1144,1,Toronto Raptors,102.7,
101,107,-2644,-1144,0,Toronto Raptors,102.7,
85,107,2644,1144,1,Indiana Pacers,102.2,
83,107,-2644,-1144,0,Toronto Raptors,102.7,
100,107,2644,1144,1,Indiana Pacers,102.2,
99,107,2644,1144,0,Indiana Pacers,102.2,
102,107,-2644,-1144,1,Toronto Raptors,102.7,
83,107,-2644,-1144,0,Toronto Raptors,102.7,
101,107,2644,1144,1,Indiana Pacers,102.2,
84,107,2644,1144,0,Indiana Pacers,102.2,
89,107,-2644,-1144,1,Toronto Raptors,102.7,
91,108,-8876,-3241,0,Charlotte Hornets,103.4,
